date,ticker,industry,breach_day,irc_rank_at_breach,irc_delta_5d,irc_state,reentry_50,post_breach_ret
2025-10-16,JBHT,Transportation,10,15,-22.0,WEAKENING,False,-0.0019803168506959956
2025-10-16,MPWR,Semiconductors,4,12,8.0,WEAKENING,True,-0.07700219692430599
2025-10-16,MU,Semiconductors,4,12,8.0,WEAKENING,True,0.19388320652995406
2025-10-17,AMD,Semiconductors,3,12,8.0,WEAKENING,True,0.07201494158015898
2025-10-17,GILD,Biotechnology,3,5,-2.0,STRONG,False,0.029310060925407555
2025-10-17,JBHT,Transportation,9,15,-22.0,WEAKENING,False,-0.02298367738838203
2025-10-17,KDP,Beverages,5,4,0.0,STRONG,True,-0.0011045655375552244
2025-10-17,MPWR,Semiconductors,3,12,8.0,WEAKENING,True,-0.08109646494907119
2025-10-17,VRT,Machinery-Constr&Mining,3,1,0.0,STRONG,True,-0.003613264176234088
2025-10-20,AMD,Semiconductors,2,12,8.0,WEAKENING,True,0.04469443599878398
2025-10-20,BG,Agriculture,7,22,0.0,COLLAPSED,False,-0.022164412070759587
2025-10-20,KDP,Beverages,4,4,0.0,STRONG,True,-0.007363770250368162
2025-10-20,ON,Semiconductors,2,12,8.0,WEAKENING,True,-0.1138070479491623
2025-10-20,PEP,Beverages,3,5,0.0,STRONG,False,-0.024288825820077742
2025-10-21,AMD,Semiconductors,1,12,8.0,WEAKENING,True,0.00026060895626112135
2025-10-21,CRL,Healthcare-Services,6,8,4.0,STRONG,False,-0.09780738273660838
2025-10-21,DAL,Airlines,2,32,21.0,COLLAPSED,False,-0.0279053939084567
2025-10-21,GM,Auto Manufacturers,10,6,-3.0,STRONG,False,0.01585165245999698
2025-10-21,ON,Semiconductors,1,12,8.0,WEAKENING,True,-0.12266512613133063
2025-10-22,GM,Auto Manufacturers,9,6,-3.0,STRONG,False,0.024375654254523704
2025-10-22,ISRG,Healthcare-Products,10,13,0.0,WEAKENING,False,0.0293318749430318
2025-10-22,PEP,Beverages,1,5,0.0,STRONG,False,-0.029040987393571194
2025-10-23,GM,Auto Manufacturers,8,6,-3.0,STRONG,False,0.01749663526244949
2025-10-23,ISRG,Healthcare-Products,9,13,0.0,WEAKENING,False,0.006708595387840743
2025-10-23,WST,Healthcare-Products,3,6,-8.0,STRONG,False,-0.09072630427881068
2025-10-24,FIX,Engineering&Construction,10,17,10.0,WEAKENING,False,-0.0640453907836609
2025-10-24,ISRG,Healthcare-Products,8,13,0.0,WEAKENING,False,0.023808221675325925
2025-10-24,KLAC,Semiconductors,6,3,0.0,STRONG,True,-0.10008694653608297
2025-10-24,MU,Semiconductors,13,15,9.0,WEAKENING,True,-0.15324622294814205
2025-10-27,AMD,Semiconductors,3,2,-11.0,STRONG,True,-0.15613718411552346
2025-10-27,ISRG,Healthcare-Products,7,13,0.0,WEAKENING,False,0.03633214839121335
2025-10-27,KLAC,Semiconductors,5,3,0.0,STRONG,True,-0.06759683055268473
2025-10-27,LITE,Computers,18,17,10.0,WEAKENING,True,0.2834848225004287
2025-10-28,AMD,Semiconductors,2,2,-11.0,STRONG,True,-0.19113953853398213
2025-10-28,FIX,Engineering&Construction,8,17,10.0,WEAKENING,False,0.001863367041433639
2025-10-28,GM,Auto Manufacturers,5,6,-3.0,STRONG,False,0.08838043965903997
2025-10-28,HAL,Oil&Gas Services,6,2,-2.0,STRONG,False,-0.05202952029520291
2025-10-28,ISRG,Healthcare-Products,6,13,0.0,WEAKENING,False,0.05527299243460049
2025-10-28,LITE,Computers,17,17,10.0,WEAKENING,True,0.24879951980792314
2025-10-28,MU,Semiconductors,11,15,9.0,WEAKENING,True,-0.08317680685994289
2025-10-29,COHR,Electronics,11,11,5.0,WEAKENING,True,0.10023576480674423
2025-10-29,FIX,Engineering&Construction,7,17,10.0,WEAKENING,False,0.01642484768544694
2025-10-29,GM,Auto Manufacturers,4,6,-3.0,STRONG,False,0.088829071332436
2025-10-29,HAL,Oil&Gas Services,5,2,-2.0,STRONG,False,-0.04833948339483407
2025-10-29,LITE,Computers,16,17,10.0,WEAKENING,True,0.32172869147659044
2025-10-29,STX,Computers,10,12,-3.0,WEAKENING,False,-0.038762973946197876
2025-10-29,TER,Semiconductors,10,15,9.0,WEAKENING,False,0.0006135995983711506
2025-10-30,GM,Auto Manufacturers,3,6,-3.0,STRONG,False,0.09944668760281128
2025-10-30,HAL,Oil&Gas Services,4,2,-2.0,STRONG,False,-0.03247232472324735
2025-10-30,LITE,Computers,15,17,10.0,WEAKENING,True,0.39410049734179387
2025-10-30,STX,Computers,9,12,-3.0,WEAKENING,False,-0.023194238508790432
2025-10-30,TER,Semiconductors,9,15,9.0,WEAKENING,True,0.01461482679756787
2025-10-31,GM,Auto Manufacturers,2,6,-3.0,STRONG,False,0.09092268580828478
2025-10-31,HAL,Oil&Gas Services,3,2,-2.0,STRONG,False,-0.017343173431734416
2025-10-31,LITE,Computers,14,17,10.0,WEAKENING,True,0.36310238381066706
2025-10-31,TER,Semiconductors,8,15,9.0,WEAKENING,True,0.0020081441401238465
2025-10-31,WDC,Computers,10,8,-3.0,STRONG,False,0.03617816638154969
2025-11-03,HAL,Oil&Gas Services,2,2,-2.0,STRONG,False,-0.007011070110701123
2025-11-03,ISRG,Healthcare-Products,2,13,0.0,WEAKENING,False,0.034946677604594134
2025-11-03,LITE,Computers,13,17,10.0,WEAKENING,True,0.2982764534385183
2025-11-03,STX,Computers,7,12,-3.0,WEAKENING,False,-0.05786203487961583
2025-11-03,TER,Semiconductors,7,15,9.0,WEAKENING,True,0.05951916104200361
2025-11-03,WDC,Computers,9,8,-3.0,STRONG,False,0.01368561110055122
2025-11-04,CHRW,Transportation,7,22,20.0,COLLAPSED,False,0.05195832783858623
2025-11-04,INCY,Biotechnology,9,1,-5.0,STRONG,False,-0.025631179802246384
2025-11-04,ISRG,Healthcare-Products,1,13,0.0,WEAKENING,False,0.038574423480084
2025-11-04,LITE,Computers,12,17,10.0,WEAKENING,True,0.29900531641227923
2025-11-04,STX,Computers,6,12,-3.0,WEAKENING,False,-0.08681070394690382
2025-11-04,TER,Semiconductors,6,15,9.0,WEAKENING,True,0.0881909968204384
2025-11-04,WDC,Computers,8,8,-3.0,STRONG,False,-0.01419248558575692
2025-11-05,CAH,Pharmaceuticals,12,2,-3.0,STRONG,False,-0.0491216345235822
2025-11-05,CHRW,Transportation,6,22,20.0,COLLAPSED,False,0.04213372016352368
2025-11-05,INCY,Biotechnology,8,1,-5.0,STRONG,False,-0.0356148603244697
2025-11-05,LVS,Lodging,8,7,3.0,STRONG,True,0.023427866831073008
2025-11-05,TER,Semiconductors,5,15,9.0,WEAKENING,True,0.10799352931332629
2025-11-06,CAH,Pharmaceuticals,11,2,-3.0,STRONG,False,-0.05084017567309518
2025-11-06,CHRW,Transportation,5,22,20.0,COLLAPSED,False,0.03666095212976406
2025-11-06,COHR,Electronics,5,11,5.0,WEAKENING,True,0.2987783096377794
2025-11-06,INCY,Biotechnology,7,1,-5.0,STRONG,False,-0.015839493136219684
2025-11-07,CHRW,Transportation,4,22,20.0,COLLAPSED,False,0.011538968745878897
2025-11-07,COHR,Electronics,4,11,5.0,WEAKENING,True,0.3278559691362435
2025-11-07,TER,Semiconductors,3,15,9.0,WEAKENING,True,0.1323143861214926
2025-11-10,CHRW,Transportation,3,22,20.0,COLLAPSED,False,0.005670578926546321
2025-11-10,COHR,Electronics,3,11,5.0,WEAKENING,True,0.3769379152675574
2025-11-10,LITE,Computers,8,17,10.0,WEAKENING,True,0.5448893843251585
2025-11-10,STX,Computers,2,12,-3.0,WEAKENING,True,-0.001412130198404249
2025-11-10,WDC,Computers,4,8,-3.0,STRONG,True,0.0741937527719696
2025-11-11,CAH,Pharmaceuticals,8,2,-3.0,STRONG,False,-0.05379988543059
2025-11-11,INCY,Biotechnology,4,1,-5.0,STRONG,False,-0.08639723528847076
2025-11-11,LITE,Computers,7,17,10.0,WEAKENING,True,0.5691991082147143
2025-11-11,LLY,Pharmaceuticals,12,4,2.0,STRONG,False,-0.07608766399806599
2025-11-11,STX,Computers,1,12,-3.0,WEAKENING,True,0.055284897267528166
2025-11-11,TER,Semiconductors,1,15,9.0,WEAKENING,True,0.13800412785184357
2025-11-11,WDC,Computers,3,8,-3.0,STRONG,True,0.15282265728948863
2025-11-12,CAH,Pharmaceuticals,7,2,-3.0,STRONG,False,-0.05327477563490546
2025-11-12,CHRW,Transportation,1,22,20.0,COLLAPSED,False,0.0536726889094028
2025-11-12,EXPD,Transportation,4,19,16.0,WEAKENING,True,0.09370309484668726
2025-11-12,INCY,Biotechnology,3,1,-5.0,STRONG,False,-0.07746952097532889
2025-11-12,LLY,Pharmaceuticals,11,4,2.0,STRONG,False,-0.06145220229295101
2025-11-13,AMGN,Biotechnology,7,1,0.0,STRONG,False,-0.049536344600658144
2025-11-13,HSIC,Pharmaceuticals,3,4,-1.0,STRONG,False,0.0751404494382022
2025-11-13,LLY,Pharmaceuticals,10,4,2.0,STRONG,False,-0.04459445637721182
2025-11-14,HSIC,Pharmaceuticals,2,4,-1.0,STRONG,False,0.08693820224719095
2025-11-14,LITE,Computers,4,17,10.0,WEAKENING,True,0.43495969816498015
2025-11-14,LLY,Pharmaceuticals,9,4,2.0,STRONG,False,-0.012348089672422291
2025-11-17,AMGN,Biotechnology,5,1,0.0,STRONG,False,-0.022614418187256957
2025-11-17,LITE,Computers,3,17,10.0,WEAKENING,True,0.3554707597324642
2025-11-17,LLY,Pharmaceuticals,8,4,2.0,STRONG,False,-0.019693715305866277
2025-11-17,MRK,Pharmaceuticals,10,8,6.0,STRONG,False,-0.02731861823220827
2025-11-17,SOLV,Healthcare-Products,11,16,10.0,WEAKENING,False,-0.05466275659824038
2025-11-18,AMGN,Biotechnology,4,1,0.0,STRONG,False,-0.02479808555189955
2025-11-18,APA,Oil&Gas,2,15,10.0,WEAKENING,True,0.05346449957228394
2025-11-18,BIIB,Biotechnology,8,3,2.0,STRONG,False,-0.03194960062999219
2025-11-18,LLY,Pharmaceuticals,7,4,2.0,STRONG,False,-0.0313165406752397
2025-11-18,MRK,Pharmaceuticals,9,8,6.0,STRONG,False,-0.01831139265564674
2025-11-18,REGN,Biotechnology,9,14,13.0,WEAKENING,False,0.010498652291105026
2025-11-19,APA,Oil&Gas,1,15,10.0,WEAKENING,True,0.01839178785286566
2025-11-19,EPAM,Computers,2,24,16.0,COLLAPSED,True,0.14388330202232313
2025-11-19,LITE,Computers,1,17,10.0,WEAKENING,True,0.4454210255530784
2025-11-19,LLY,Pharmaceuticals,6,4,2.0,STRONG,False,-0.017285465889331997
2025-11-19,MRK,Pharmaceuticals,8,8,6.0,STRONG,False,-0.0033653370286054196
2025-11-20,JNJ,Pharmaceuticals,5,4,2.0,STRONG,False,-0.002658032089696394
2025-11-20,LLY,Pharmaceuticals,5,4,2.0,STRONG,False,-0.003747198899085924
2025-11-20,MNST,Beverages,1,8,-21.0,STRONG,True,0.05857856746252077
2025-11-20,MRK,Pharmaceuticals,7,8,6.0,STRONG,False,0.0005938830050480348
2025-11-20,REGN,Biotechnology,7,14,13.0,WEAKENING,True,0.03498652291105131
2025-11-21,BIIB,Biotechnology,5,3,2.0,STRONG,False,-0.017324783440207048
2025-11-21,DXCM,Pharmaceuticals,3,3,0.0,STRONG,True,0.07836238605469381
2025-11-21,JNJ,Pharmaceuticals,4,4,2.0,STRONG,False,0.0019331142470520035
2025-11-21,LLY,Pharmaceuticals,4,4,2.0,STRONG,True,0.0009391242898453278
2025-11-21,MDT,Healthcare-Products,6,21,18.0,COLLAPSED,False,-0.04234048809173785
2025-11-21,MRK,Pharmaceuticals,6,8,6.0,STRONG,False,0.036523804810452365
2025-11-21,REGN,Biotechnology,6,14,13.0,WEAKENING,True,0.05035040431266857
2025-11-21,SOLV,Healthcare-Products,7,16,10.0,WEAKENING,False,-0.05243401759530786
2025-11-24,BIIB,Biotechnology,4,3,2.0,STRONG,False,-0.016649791877601627
2025-11-24,DXCM,Pharmaceuticals,2,3,0.0,STRONG,True,0.06924676155445386
2025-11-24,LLY,Pharmaceuticals,3,4,2.0,STRONG,True,-0.003561233693175958
2025-11-24,MDT,Healthcare-Products,5,21,18.0,COLLAPSED,False,-0.04469273743016766
2025-11-24,MRK,Pharmaceuticals,5,8,6.0,STRONG,True,0.039691180837374995
2025-11-24,REGN,Biotechnology,5,14,13.0,WEAKENING,True,0.05818059299191369
2025-11-24,SOLV,Healthcare-Products,6,16,10.0,WEAKENING,False,-0.055131964809384204
2025-11-25,BIIB,Biotechnology,3,3,2.0,STRONG,False,-0.008156148048149348
2025-11-25,LLY,Pharmaceuticals,2,4,2.0,STRONG,True,0.0014040373046202426
2025-11-25,MRK,Pharmaceuticals,4,8,6.0,STRONG,True,0.05364743145600315
2025-11-25,REGN,Biotechnology,4,14,13.0,WEAKENING,True,0.056212938005390845
2025-11-25,RVTY,Healthcare-Products,5,16,10.0,WEAKENING,True,-0.06275421266705405
2025-11-25,SOLV,Healthcare-Products,5,16,10.0,WEAKENING,False,-0.05947214076246321
2025-11-26,BIIB,Biotechnology,2,3,2.0,STRONG,False,-0.003937450781865137
2025-11-26,MRK,Pharmaceuticals,3,8,6.0,STRONG,True,0.05691378798376712
2025-11-26,REGN,Biotechnology,3,14,13.0,WEAKENING,True,0.057911051212937936
2025-11-26,SOLV,Healthcare-Products,4,16,10.0,WEAKENING,False,-0.05618768328445756
2025-11-28,SOLV,Healthcare-Products,3,16,10.0,WEAKENING,False,-0.06052785923753656
2025-12-01,CVNA,Retail,15,21,14.0,COLLAPSED,False,-0.009340405904059046
2025-12-02,CVNA,Retail,14,21,14.0,COLLAPSED,False,-0.026752767527675192
2025-12-02,DAL,Airlines,7,1,0.0,STRONG,True,-0.01643990929705208
2025-12-02,JBHT,Transportation,10,13,7.0,WEAKENING,False,-0.012299247814596348
2025-12-02,UAL,Airlines,5,1,0.0,STRONG,True,0.057899716177861826
2025-12-03,ADI,Semiconductors,6,9,-1.0,STRONG,False,-0.034052013126786296
2025-12-03,INTC,Semiconductors,6,9,-1.0,STRONG,True,-0.003290306251581776
2025-12-03,MCHP,Semiconductors,10,12,7.0,WEAKENING,False,0.016252539459290505
2025-12-03,NXPI,Semiconductors,9,7,3.0,STRONG,False,-0.03686615886833511
2025-12-03,ON,Semiconductors,9,7,3.0,STRONG,True,0.03922287390029333
2025-12-04,MCHP,Semiconductors,9,12,7.0,WEAKENING,False,0.047976246288482516
2025-12-04,ODFL,Transportation,9,9,2.0,STRONG,False,0.051370962563411116
2025-12-05,ADI,Semiconductors,4,9,-1.0,STRONG,False,0.0336991425244364
2025-12-05,MCHP,Semiconductors,8,12,7.0,WEAKENING,True,0.1700265666510392
2025-12-05,TER,Semiconductors,5,9,5.0,STRONG,True,0.18343072865491017
2025-12-08,MCHP,Semiconductors,7,12,7.0,WEAKENING,True,0.15549304578840428
2025-12-08,TER,Semiconductors,4,9,5.0,STRONG,True,0.15054041474892688
2025-12-09,CVNA,Retail,9,21,14.0,COLLAPSED,False,0.02075645756457556
2025-12-09,DECK,Apparel,7,2,0.0,STRONG,True,0.06772749875683748
2025-12-09,DG,Retail,8,15,-4.0,WEAKENING,True,0.04895104895104896
2025-12-09,MCHP,Semiconductors,6,12,7.0,WEAKENING,True,0.14908579465541494
2025-12-09,TER,Semiconductors,3,9,5.0,STRONG,True,0.11863267311371972
2025-12-10,COHR,Electronics,2,13,-23.0,WEAKENING,True,-0.0015700347650555724
2025-12-10,GEV,Machinery-Constr&Mining,5,25,19.0,COLLAPSED,True,0.013530015141894003
2025-12-10,MCHP,Semiconductors,5,12,7.0,WEAKENING,True,0.17549617127676198
2025-12-10,NXPI,Semiconductors,4,7,3.0,STRONG,True,0.04961915125136018
2025-12-10,TER,Semiconductors,2,9,5.0,STRONG,True,0.12354553446760086
2025-12-11,CVNA,Retail,7,21,14.0,COLLAPSED,False,0.07126383763837651
2025-12-11,DG,Retail,6,15,-4.0,WEAKENING,True,0.08435314685314688
2025-12-11,MCHP,Semiconductors,4,12,7.0,WEAKENING,True,0.14689795280512574
2025-12-11,NXPI,Semiconductors,3,7,3.0,STRONG,True,0.03734494015233958
2025-12-12,DECK,Apparel,4,2,0.0,STRONG,True,0.01153654898060652
2025-12-12,LUV,Airlines,8,2,1.0,STRONG,False,0.04146576663452284
2025-12-12,MCHP,Semiconductors,3,12,7.0,WEAKENING,True,0.15752461322081568
2025-12-12,NXPI,Semiconductors,2,7,3.0,STRONG,True,0.04065288356909691
2025-12-12,ODFL,Transportation,3,9,2.0,STRONG,True,0.10222821550118799
2025-12-15,CVNA,Retail,5,21,14.0,COLLAPSED,False,0.05765682656826576
2025-12-15,DG,Retail,4,15,-4.0,WEAKENING,True,0.09957750582750569
2025-12-15,DLTR,Retail,4,15,-4.0,WEAKENING,True,0.09738735919899866
2025-12-15,GEV,Machinery-Constr&Mining,2,25,19.0,COLLAPSED,True,0.04882853840016921
2025-12-15,LUV,Airlines,7,2,1.0,STRONG,False,0.025795564127290227
2025-12-15,MCHP,Semiconductors,2,12,7.0,WEAKENING,True,0.16705735271136124
2025-12-15,NCLH,Leisure Time,10,1,-1.0,STRONG,False,0.02942487739634414
2025-12-16,LUV,Airlines,6,2,1.0,STRONG,False,0.039054966248794676
2025-12-16,MCHP,Semiconductors,1,12,7.0,WEAKENING,True,0.16346304110017185
2025-12-16,NCLH,Leisure Time,9,1,-1.0,STRONG,False,0.01961658493089624
2025-12-16,TSLA,Auto Manufacturers,1,2,-1.0,STRONG,True,-0.06140050507212258
2025-12-17,LUV,Airlines,5,2,1.0,STRONG,False,0.03953712632594031
2025-12-17,NCLH,Leisure Time,8,1,-1.0,STRONG,False,-0.018724921979491715
2025-12-17,WBD,Media,3,8,-10.0,STRONG,False,-0.005913043478260938
2025-12-18,CVNA,Retail,2,21,14.0,COLLAPSED,True,0.020064575645756477
2025-12-18,LULU,Retail,6,24,9.0,COLLAPSED,False,-0.11188482168062486
2025-12-18,LUV,Airlines,4,2,1.0,STRONG,False,0.021697203471552795
2025-12-18,NCLH,Leisure Time,7,1,-1.0,STRONG,False,-0.09184128399464997
2025-12-19,CCL,Leisure Time,10,1,0.0,STRONG,False,-0.12538699690402466
2025-12-19,NCLH,Leisure Time,6,1,-1.0,STRONG,False,-0.0695497102095407
2025-12-19,RCL,Leisure Time,4,1,-3.0,STRONG,False,-0.02765428641439438
2025-12-22,CCL,Leisure Time,9,1,0.0,STRONG,False,-0.11795665634674923
2025-12-22,NCLH,Leisure Time,5,1,-1.0,STRONG,False,-0.07177886758805174
2025-12-22,RCL,Leisure Time,3,1,-3.0,STRONG,False,-0.0004200651100920716
2025-12-23,CCL,Leisure Time,8,1,0.0,STRONG,False,-0.11609907120743024
2025-12-23,NCLH,Leisure Time,4,1,-1.0,STRONG,False,-0.06687472135532768
2025-12-23,RCL,Leisure Time,2,1,-3.0,STRONG,False,0.0015402387370042625
2025-12-24,CCL,Leisure Time,7,1,0.0,STRONG,False,-0.11238390092879247
2025-12-24,GE,Aerospace/Defense,2,11,-23.0,WEAKENING,True,-0.05302009114834061
2025-12-24,NCLH,Leisure Time,3,1,-1.0,STRONG,False,-0.07311636201515825
2025-12-24,RCL,Leisure Time,1,1,-3.0,STRONG,False,0.026184058529071796
2025-12-26,CCL,Leisure Time,6,1,0.0,STRONG,False,-0.11176470588235288
2025-12-26,GE,Aerospace/Defense,1,11,-23.0,WEAKENING,True,-0.045285319982027006
2025-12-26,NCLH,Leisure Time,2,1,-1.0,STRONG,False,-0.06999554168524302
2025-12-29,CCL,Leisure Time,5,1,0.0,STRONG,False,-0.11083591331269349
2025-12-29,CMCSA,Media,2,2,-4.0,STRONG,False,0.01464285714285718
2025-12-29,LRCX,Semiconductors,16,2,-2.0,STRONG,True,0.08554599003171748
2025-12-29,NVDA,Semiconductors,5,13,3.0,WEAKENING,False,0.022858363597521913
2025-12-30,CCL,Leisure Time,4,1,0.0,STRONG,False,-0.035603715170278605
2025-12-31,CCL,Leisure Time,3,1,0.0,STRONG,False,-0.07058823529411762
2026-01-02,FIX,Engineering&Construction,4,33,3.0,COLLAPSED,True,0.21077931836663266
2026-01-05,HAL,Oil&Gas Services,9,2,-1.0,STRONG,True,0.03991403131716287
2026-01-05,IBKR,Diversified Finan Serv,3,15,6.0,WEAKENING,True,0.06798745724059319
2026-01-05,SLB,Oil&Gas Services,10,1,-2.0,STRONG,True,0.071259418729817
2026-01-06,IBKR,Diversified Finan Serv,2,15,6.0,WEAKENING,True,0.046750285062713726
2026-01-06,SLB,Oil&Gas Services,9,1,-2.0,STRONG,True,0.10548977395048431
2026-01-07,ALB,Chemicals,14,8,1.0,STRONG,False,-0.1510877231053004
2026-01-08,CNC,Healthcare-Services,6,17,6.0,WEAKENING,False,-0.15934426229508192
2026-01-08,DOW,Chemicals,7,7,2.0,STRONG,True,0.19563581640331096
2026-01-08,HAL,Oil&Gas Services,6,2,-1.0,STRONG,True,0.07399447344181742
2026-01-08,SLB,Oil&Gas Services,7,1,-2.0,STRONG,True,0.09149623250807326
2026-01-09,AMAT,Semiconductors,8,2,-2.0,STRONG,True,0.03695222560306144
2026-01-09,HAL,Oil&Gas Services,5,2,-1.0,STRONG,True,0.07153822536076149
2026-01-09,INTC,Semiconductors,10,4,-1.0,STRONG,True,0.18239585784890555
2026-01-09,LRCX,Semiconductors,8,2,-2.0,STRONG,True,0.038876302673312324
2026-01-09,MCHP,Semiconductors,7,3,-7.0,STRONG,True,-0.023490813648294084
2026-01-09,MU,Semiconductors,17,32,30.0,COLLAPSED,False,0.010806536636795094
2026-01-09,SLB,Oil&Gas Services,6,1,-2.0,STRONG,True,0.08805166846071044
2026-01-12,AMAT,Semiconductors,7,2,-2.0,STRONG,True,0.032246933718121484
2026-01-12,INTC,Semiconductors,9,4,-1.0,STRONG,True,0.10920216521534476
2026-01-12,LHX,Aerospace/Defense,9,6,5.0,STRONG,False,-0.025748164878599655
2026-01-12,LRCX,Semiconductors,7,2,-2.0,STRONG,True,0.02677843226098786
2026-01-12,MU,Semiconductors,16,32,30.0,COLLAPSED,False,-0.01620980495519231
2026-01-12,SLB,Oil&Gas Services,5,1,-2.0,STRONG,True,0.08331539289558654
2026-01-13,ALB,Chemicals,10,8,1.0,STRONG,False,-0.04828297075896493
2026-01-13,INTC,Semiconductors,8,4,-1.0,STRONG,True,0.13650270651918084
2026-01-13,LRCX,Semiconductors,6,2,-2.0,STRONG,True,0.06533756230176713
2026-01-13,SLB,Oil&Gas Services,4,1,-2.0,STRONG,True,0.110010764262648
2026-01-13,TER,Semiconductors,3,5,-3.0,STRONG,True,0.4089414858645628
2026-01-14,ALB,Chemicals,9,8,1.0,STRONG,False,-0.13779634351434933
2026-01-14,DOW,Chemicals,3,7,2.0,STRONG,True,0.2283671933784801
2026-01-14,INTC,Semiconductors,7,4,-1.0,STRONG,True,0.09390444810543652
2026-01-14,LRCX,Semiconductors,5,2,-2.0,STRONG,True,0.04798368826461252
2026-01-14,SLB,Oil&Gas Services,3,1,-2.0,STRONG,True,0.09020452099031218
2026-01-15,ALB,Chemicals,8,8,1.0,STRONG,False,-0.09754245103889769
2026-01-15,AMAT,Semiconductors,4,2,-2.0,STRONG,True,0.1133034285893535
2026-01-15,BG,Agriculture,10,5,2.0,STRONG,False,0.07595714787495611
2026-01-15,INTC,Semiconductors,6,4,-1.0,STRONG,True,0.10120028241939272
2026-01-15,KLAC,Semiconductors,3,3,-7.0,STRONG,True,-0.03675657894736839
2026-01-15,LRCX,Semiconductors,4,2,-2.0,STRONG,True,0.06719528772088812
2026-01-16,AMAT,Semiconductors,3,2,-2.0,STRONG,True,0.12654098309231765
2026-01-16,INTC,Semiconductors,5,4,-1.0,STRONG,True,0.08684396328547894
2026-01-16,KLAC,Semiconductors,2,3,-7.0,STRONG,True,-0.03276973684210527
2026-01-16,LMT,Aerospace/Defense,5,6,5.0,STRONG,True,0.11676924663893007
2026-01-16,LRCX,Semiconductors,3,2,-2.0,STRONG,True,0.06742183960126891
2026-01-20,ALB,Chemicals,6,8,1.0,STRONG,False,-0.07112244344382368
2026-01-20,BG,Agriculture,8,5,2.0,STRONG,False,0.06928345626975774
2026-01-20,INTC,Semiconductors,4,4,-1.0,STRONG,True,0.06989879971758062
2026-01-20,MU,Semiconductors,11,32,30.0,COLLAPSED,False,0.10951502372166577
2026-01-21,AMD,Semiconductors,7,3,1.0,STRONG,False,-0.1409200354834621
2026-01-21,BG,Agriculture,7,5,2.0,STRONG,False,0.08438707411310142
2026-01-21,CF,Chemicals,8,9,4.0,STRONG,False,0.10707925200356172
2026-01-21,GNRC,Electrical Compo&Equip,6,7,-3.0,STRONG,True,0.33798011881654033
2026-01-21,INTC,Semiconductors,3,4,-1.0,STRONG,True,0.05012944222169913
2026-01-21,TPL,Oil&Gas,7,7,-5.0,STRONG,True,0.39671604087725343
2026-01-22,AMD,Semiconductors,6,3,1.0,STRONG,False,-0.15452202931609849
2026-01-22,BG,Agriculture,6,5,2.0,STRONG,False,0.07086406743940987
2026-01-22,GNRC,Electrical Compo&Equip,5,7,-3.0,STRONG,True,0.3480971707546616
2026-01-22,INTC,Semiconductors,2,4,-1.0,STRONG,True,0.038126618027771286
2026-01-22,LMT,Aerospace/Defense,2,6,5.0,STRONG,True,0.13169205377712068
2026-01-23,ALB,Chemicals,3,8,1.0,STRONG,True,-0.03694461020994955
2026-01-23,AMD,Semiconductors,5,3,1.0,STRONG,False,-0.16951801630549568
2026-01-23,BG,Agriculture,5,5,2.0,STRONG,False,0.06533192834562707
2026-01-23,FIX,Engineering&Construction,5,2,-2.0,STRONG,True,0.23769372209088524
2026-01-23,MU,Semiconductors,8,32,30.0,COLLAPSED,True,0.10956773853452839
2026-01-26,ALB,Chemicals,2,8,1.0,STRONG,True,0.01356263223566434
2026-01-26,AMD,Semiconductors,4,3,1.0,STRONG,False,-0.09669243441895825
2026-01-26,BG,Agriculture,4,5,2.0,STRONG,False,0.07578152441166153
2026-01-26,MU,Semiconductors,7,32,30.0,COLLAPSED,True,0.10176594623089086
2026-01-27,AMD,Semiconductors,3,3,1.0,STRONG,False,-0.10928061504667752
2026-01-27,BG,Agriculture,3,5,2.0,STRONG,False,0.06585879873551104
2026-01-27,BKR,Oil&Gas Services,7,2,1.0,STRONG,True,0.12988145048814514
2026-01-27,MU,Semiconductors,6,32,30.0,COLLAPSED,True,0.13073273589878753
2026-01-28,BKR,Oil&Gas Services,6,2,1.0,STRONG,True,0.1314504881450489
2026-01-28,MPWR,Semiconductors,5,32,30.0,COLLAPSED,True,0.03808836853355402
2026-01-28,MU,Semiconductors,5,32,30.0,COLLAPSED,True,0.09530838165524513
2026-01-29,KLAC,Semiconductors,1,3,1.0,STRONG,True,0.06765690435172345
2026-01-29,LRCX,Semiconductors,2,2,-2.0,STRONG,True,-0.015200000000000102
2026-01-29,MPWR,Semiconductors,4,32,30.0,COLLAPSED,True,0.005198666467281843
2026-01-29,MU,Semiconductors,4,32,30.0,COLLAPSED,True,0.08690036900369003
2026-01-30,EQT,Oil&Gas,2,17,12.0,WEAKENING,False,0.1086330935251798
2026-01-30,MU,Semiconductors,3,32,30.0,COLLAPSED,True,0.08769109119662644
2026-01-30,TXN,Semiconductors,6,23,21.0,COLLAPSED,True,-0.04091054532157068
2026-02-02,MU,Semiconductors,2,32,30.0,COLLAPSED,True,0.0007380073800737907
2026-02-02,TXN,Semiconductors,5,23,21.0,COLLAPSED,True,-0.07359327147232264
2026-02-03,TER,Semiconductors,13,27,7.0,COLLAPSED,True,-0.04175824175824183
2026-02-03,TXN,Semiconductors,4,23,21.0,COLLAPSED,True,-0.07487315445444997
2026-02-05,BALL,Packaging&Containers,8,1,-8.0,STRONG,False,-0.057004976624943415
