date,ticker,breach_day,worst_rank_after,post_missing_rank,bucket,reentry_50,days_to_reentry_50,reentry_25,days_to_reentry_25,reentry_10,days_to_reentry_10,post_breach_ret,post_reentry50_ret
2025-10-01,VRT,3,99.0,False,A_51-100,True,1.0,True,1.0,True,3.0,0.22401719901719908,0.2542959652546106
2025-10-01,WDC,8,467.0,False,D_gt250,True,9.0,True,12.0,False,,0.18946659936059218,0.09232789925056006
2025-10-02,AMAT,3,180.0,False,C_151-250,True,2.0,False,,False,,0.09921535261864256,0.05560599182932369
2025-10-02,INTC,6,287.0,False,D_gt250,True,1.0,True,12.0,False,,0.1042067638163322,0.0789897904352499
2025-10-02,LRCX,3,367.0,False,D_gt250,True,1.0,True,13.0,False,,0.1472034200213752,0.12957766241055135
2025-10-02,STX,2,497.0,False,D_gt250,True,17.0,True,17.0,True,17.0,0.10501173660585583,0.01020254498908213
2025-10-02,TER,3,450.0,False,D_gt250,True,1.0,True,16.0,True,16.0,0.26216640502354793,0.22323651452282167
2025-10-02,WDC,7,467.0,False,D_gt250,True,9.0,True,12.0,False,,0.1621235066464748,0.06721780112802267
2025-10-03,CNC,5,492.0,False,D_gt250,False,,False,,False,,-0.01090604026845643,
2025-10-03,INTC,5,287.0,False,D_gt250,True,1.0,True,12.0,False,,0.09953258179818536,0.0744223535733477
2025-10-03,MU,13,168.0,False,C_151-250,True,1.0,True,2.0,True,2.0,0.1274751851665239,0.08253108219244343
2025-10-03,TER,2,450.0,False,D_gt250,True,1.0,True,16.0,True,16.0,0.2969887255601542,0.256984785615491
2025-10-03,WDC,6,467.0,False,D_gt250,True,9.0,True,12.0,True,14.0,0.2637556789500253,0.1605501043034845
2025-10-06,AMD,12,333.0,False,D_gt250,True,2.0,True,2.0,True,3.0,0.12778525822004072,0.026609204491538696
2025-10-06,INTC,4,287.0,False,D_gt250,True,1.0,True,12.0,False,,0.08605993951058566,0.06125738850080609
2025-10-06,MU,12,168.0,False,C_151-250,True,1.0,True,2.0,True,2.0,0.18254648057640943,0.13540709206134194
2025-10-06,SMCI,7,497.0,False,D_gt250,False,,False,,False,,-0.05913978494623651,
2025-10-07,AMD,11,333.0,False,D_gt250,True,2.0,True,2.0,True,3.0,0.0860878252182602,-0.011347461647951862
2025-10-07,CNC,3,492.0,False,D_gt250,False,,False,,False,,0.00978747203579422,
2025-10-07,INTC,3,287.0,False,D_gt250,True,1.0,True,12.0,False,,0.018146824305746545,-0.005104782375067063
2025-10-07,NEE,9,395.0,False,D_gt250,False,,False,,False,,-0.03633360858794388,
2025-10-07,SMCI,6,497.0,False,D_gt250,False,,False,,False,,-0.12124582869855394,
2025-10-08,AMD,10,333.0,False,D_gt250,True,2.0,True,2.0,True,3.0,0.11336489597359156,0.013482524118298311
2025-10-08,DELL,5,482.0,False,D_gt250,True,2.0,True,2.0,False,,-0.008392973324658382,0.018851527508523258
2025-10-08,INTC,2,287.0,False,D_gt250,True,1.0,True,12.0,False,,0.05526532856750088,0.03116603976356802
2025-10-08,MU,10,168.0,False,C_151-250,True,1.0,True,2.0,True,2.0,0.1966544062074873,0.14895263896279798
2025-10-08,SMCI,5,497.0,False,D_gt250,False,,False,,False,,-0.2208008898776418,
2025-10-09,AMD,9,333.0,False,D_gt250,True,2.0,True,2.0,True,3.0,0.03244581505451061,-0.06017713110865097
2025-10-09,LLY,4,454.0,False,D_gt250,True,13.0,True,14.0,False,,0.13413262034673412,0.045631490301495825
2025-10-09,MU,9,168.0,False,C_151-250,True,1.0,True,2.0,True,2.0,0.20083639844812828,0.15296792608001542
2025-10-09,SMCI,4,497.0,False,D_gt250,False,,False,,False,,-0.2521319985168705,
2025-10-09,VRT,9,164.0,False,C_151-250,True,1.0,False,,False,,0.06661227344250831,-0.0009825327510916138
2025-10-10,AMD,8,416.0,False,D_gt250,True,2.0,True,2.0,True,3.0,0.01437692742040575,-0.07662501976909697
2025-10-10,DELL,3,482.0,False,D_gt250,True,2.0,True,2.0,False,,-0.045543266102797686,-0.01931947322682004
2025-10-10,LLY,3,454.0,False,D_gt250,True,13.0,True,14.0,False,,0.1183202874529683,0.031053060131841725
2025-10-10,MU,8,168.0,False,C_151-250,True,1.0,True,2.0,True,2.0,0.19877059505214878,0.15098447099801637
2025-10-10,SMCI,3,497.0,False,D_gt250,False,,False,,False,,-0.2628846866889136,
2025-10-10,VRT,8,314.0,False,D_gt250,True,1.0,False,,False,,0.04784661110787347,-0.018558951965065407
2025-10-13,AMD,7,416.0,False,D_gt250,True,2.0,True,2.0,True,3.0,0.05972288580984242,-0.0353471453424008
2025-10-13,CRL,2,475.0,False,D_gt250,True,3.0,True,4.0,True,4.0,-0.010250702905342135,-0.08238296947974366
2025-10-13,DELL,2,482.0,False,D_gt250,True,2.0,True,2.0,False,,-0.0716330513988288,-0.04612607794638679
2025-10-13,MU,7,168.0,False,C_151-250,True,1.0,True,2.0,True,2.0,0.27626341512571173,0.22538822504958644
2025-10-13,SMCI,2,497.0,False,D_gt250,False,,False,,False,,-0.25491286614757136,
2025-10-13,VRT,7,314.0,False,D_gt250,True,1.0,False,,False,,0.09470248849000518,0.02532751091703056
2025-10-14,AMD,6,434.0,False,D_gt250,True,2.0,True,2.0,True,3.0,0.031663988185727465,-0.06088881859876627
2025-10-14,CEG,4,446.0,False,D_gt250,False,,False,,False,,-0.04954054054054047,
2025-10-14,MU,6,168.0,False,C_151-250,True,1.0,True,2.0,True,2.0,0.21484355318184112,0.16641671907503275
2025-10-14,NEE,4,395.0,False,D_gt250,False,,False,,False,,0.011678659903267663,
2025-10-14,SMCI,1,497.0,False,D_gt250,False,,False,,False,,-0.28031145717463846,
2025-10-14,VRT,6,412.0,False,D_gt250,True,1.0,False,,False,,0.04347572702371938,-0.02265283842794752
2025-10-15,AMD,5,434.0,False,D_gt250,True,2.0,True,2.0,True,3.0,0.12448421144073318,0.023604301755495882
2025-10-15,CAT,5,366.0,False,D_gt250,True,5.0,False,,False,,0.11502013971317937,-0.02129839963107827
2025-10-15,CEG,3,476.0,False,D_gt250,False,,False,,False,,-0.04318918918918924,
2025-10-15,GNRC,9,491.0,False,D_gt250,False,,False,,False,,-0.14583223770707343,
2025-10-15,UAL,1,477.0,False,D_gt250,True,1.0,False,,False,,0.01812811895305022,0.008371999193060198
2025-10-15,VRT,5,482.0,False,D_gt250,True,1.0,False,,False,,0.010373564893058962,-0.05365720524017459
2025-10-16,AMD,4,434.0,False,D_gt250,True,2.0,True,2.0,True,3.0,0.07700994657516413,-0.0196109441720701
2025-10-16,BG,9,334.0,False,D_gt250,False,,False,,False,,0.008324661810614087,
2025-10-16,CAT,4,419.0,False,D_gt250,True,5.0,False,,False,,0.07713412854390844,-0.05455259697005932
2025-10-16,CEG,2,480.0,False,D_gt250,False,,False,,False,,-0.09259459459459451,
2025-10-16,JBHT,10,308.0,False,D_gt250,False,,False,,False,,-0.0019803168506959956,
2025-10-16,MPWR,4,486.0,False,D_gt250,True,1.0,True,1.0,False,,-0.07700219692430599,-0.13682293612252516
2025-10-16,MU,4,168.0,False,C_151-250,True,1.0,True,2.0,True,2.0,0.19388320652995406,0.1462919065357262
2025-10-17,AMD,3,434.0,False,D_gt250,True,2.0,True,2.0,True,3.0,0.07201494158015898,-0.024157836470030003
2025-10-17,GILD,3,313.0,False,D_gt250,False,,False,,False,,0.029310060925407555,
2025-10-17,JBHT,9,372.0,False,D_gt250,False,,False,,False,,-0.02298367738838203,
2025-10-17,KDP,5,444.0,False,D_gt250,True,1.0,False,,False,,-0.0011045655375552244,-0.07184399589462886
2025-10-17,MPWR,3,486.0,False,D_gt250,True,1.0,True,1.0,False,,-0.08109646494907119,-0.14065184908479633
2025-10-17,VRT,3,488.0,False,D_gt250,True,1.0,False,,False,,-0.003613264176234088,-0.06675764192139733
2025-10-20,AMD,2,434.0,False,D_gt250,True,2.0,True,2.0,True,3.0,0.04469443599878398,-0.049027360430175415
2025-10-20,BG,7,334.0,False,D_gt250,False,,False,,False,,-0.022164412070759587,
2025-10-20,KDP,4,444.0,False,D_gt250,True,1.0,False,,False,,-0.007363770250368162,-0.07765993841943208
2025-10-20,ON,2,467.0,False,D_gt250,True,2.0,False,,False,,-0.1138070479491623,-0.09248668901597312
2025-10-20,PEP,3,407.0,False,D_gt250,False,,False,,False,,-0.024288825820077742,
2025-10-21,AMD,1,452.0,False,D_gt250,True,2.0,True,2.0,True,3.0,0.00026060895626112135,-0.08947493278507035
2025-10-21,CRL,6,475.0,False,D_gt250,False,,False,,False,,-0.09780738273660838,
2025-10-21,DAL,2,454.0,False,D_gt250,False,,False,,False,,-0.0279053939084567,
2025-10-21,GM,10,229.0,False,C_151-250,False,,False,,False,,0.01585165245999698,
2025-10-21,ON,1,467.0,False,D_gt250,True,2.0,False,,False,,-0.12266512613133063,-0.10155787813054618
2025-10-22,GM,9,229.0,False,C_151-250,False,,False,,False,,0.024375654254523704,
2025-10-22,ISRG,10,197.0,False,C_151-250,False,,False,,False,,0.0293318749430318,
2025-10-22,PEP,1,407.0,False,D_gt250,False,,False,,False,,-0.029040987393571194,
2025-10-23,GM,8,238.0,False,C_151-250,False,,False,,False,,0.01749663526244949,
2025-10-23,ISRG,9,197.0,False,C_151-250,False,,False,,False,,0.006708595387840743,
2025-10-23,WST,3,465.0,False,D_gt250,False,,False,,False,,-0.09072630427881068,
2025-10-24,FIX,10,437.0,False,D_gt250,False,,False,,False,,-0.0640453907836609,
2025-10-24,ISRG,8,212.0,False,C_151-250,False,,False,,False,,0.023808221675325925,
2025-10-24,KLAC,6,449.0,False,D_gt250,True,2.0,False,,False,,-0.10008694653608297,-0.10592453752750386
2025-10-24,MU,13,486.0,False,D_gt250,True,2.0,True,2.0,False,,-0.15324622294814205,-0.15986711501843376
2025-10-27,AMD,3,481.0,False,D_gt250,True,1.0,False,,False,,-0.15613718411552346,-0.1603545213181321
2025-10-27,ISRG,7,284.0,False,D_gt250,False,,False,,False,,0.03633214839121335,
2025-10-27,KLAC,5,449.0,False,D_gt250,True,2.0,False,,False,,-0.06759683055268473,-0.07364517969195661
2025-10-27,LITE,18,292.0,False,D_gt250,True,1.0,True,2.0,True,2.0,0.2834848225004287,0.17125083140967967
2025-10-28,AMD,2,488.0,False,D_gt250,True,1.0,False,,False,,-0.19113953853398213,-0.19518194596283
2025-10-28,FIX,8,437.0,False,D_gt250,False,,False,,False,,0.001863367041433639,
2025-10-28,GM,5,255.0,False,D_gt250,False,,False,,False,,0.08838043965903997,
2025-10-28,HAL,6,472.0,False,D_gt250,False,,False,,False,,-0.05202952029520291,
2025-10-28,ISRG,6,284.0,False,D_gt250,False,,False,,False,,0.05527299243460049,
2025-10-28,LITE,17,292.0,False,D_gt250,True,1.0,True,2.0,True,2.0,0.24879951980792314,0.13959857584412516
2025-10-28,MU,11,486.0,False,D_gt250,True,2.0,True,2.0,False,,-0.08317680685994289,-0.09034558197950016
2025-10-29,COHR,11,485.0,False,D_gt250,True,3.0,False,,False,,0.10023576480674423,0.11473036554469784
2025-10-29,FIX,7,437.0,False,D_gt250,False,,False,,False,,0.01642484768544694,
2025-10-29,GM,4,255.0,False,D_gt250,False,,False,,False,,0.088829071332436,
2025-10-29,HAL,5,472.0,False,D_gt250,False,,False,,False,,-0.04833948339483407,
2025-10-29,LITE,16,292.0,False,D_gt250,True,1.0,True,2.0,True,2.0,0.32172869147659044,0.20615047537071085
2025-10-29,STX,10,487.0,False,D_gt250,False,,False,,False,,-0.038762973946197876,
2025-10-29,TER,10,487.0,False,D_gt250,False,,False,,False,,0.0006135995983711506,
2025-10-30,GM,3,255.0,False,D_gt250,False,,False,,False,,0.09944668760281128,
2025-10-30,HAL,4,472.0,False,D_gt250,False,,False,,False,,-0.03247232472324735,
2025-10-30,LITE,15,292.0,False,D_gt250,True,1.0,True,2.0,True,2.0,0.39410049734179387,0.2721937477992098
2025-10-30,STX,9,487.0,False,D_gt250,False,,False,,False,,-0.023194238508790432,
2025-10-30,TER,9,487.0,False,D_gt250,True,11.0,False,,False,,0.01461482679756787,0.0
2025-10-31,GM,2,255.0,False,D_gt250,False,,False,,False,,0.09092268580828478,
2025-10-31,HAL,3,472.0,False,D_gt250,False,,False,,False,,-0.017343173431734416,
2025-10-31,LITE,14,292.0,False,D_gt250,True,1.0,True,2.0,True,2.0,0.36310238381066706,0.24390625611330652
2025-10-31,TER,8,487.0,False,D_gt250,True,11.0,False,,False,,0.0020081441401238465,-0.012425092088624967
2025-10-31,WDC,10,486.0,False,D_gt250,False,,False,,False,,0.03617816638154969,
2025-11-03,HAL,2,472.0,False,D_gt250,False,,False,,False,,-0.007011070110701123,
2025-11-03,ISRG,2,284.0,False,D_gt250,False,,False,,False,,0.034946677604594134,
2025-11-03,LITE,13,292.0,False,D_gt250,True,1.0,True,2.0,True,2.0,0.2982764534385183,0.18474901208967487
2025-11-03,STX,7,487.0,False,D_gt250,False,,False,,False,,-0.05786203487961583,
2025-11-03,TER,7,487.0,False,D_gt250,True,11.0,True,13.0,False,,0.05951916104200361,0.04425751828027935
2025-11-03,WDC,9,486.0,False,D_gt250,False,,False,,False,,0.01368561110055122,
2025-11-04,CHRW,7,345.0,False,D_gt250,False,,False,,False,,0.05195832783858623,
2025-11-04,INCY,9,444.0,False,D_gt250,False,,False,,False,,-0.025631179802246384,
2025-11-04,ISRG,1,284.0,False,D_gt250,False,,False,,False,,0.038574423480084,
2025-11-04,LITE,12,292.0,False,D_gt250,True,1.0,True,2.0,True,2.0,0.29900531641227923,0.18541413983332689
2025-11-04,STX,6,487.0,False,D_gt250,False,,False,,False,,-0.08681070394690382,
2025-11-04,TER,6,487.0,False,D_gt250,True,11.0,True,13.0,False,,0.0881909968204384,0.07251635603936468
2025-11-04,WDC,8,486.0,False,D_gt250,False,,False,,False,,-0.01419248558575692,
2025-11-05,CAH,12,477.0,False,D_gt250,False,,False,,False,,-0.0491216345235822,
2025-11-05,CHRW,6,345.0,False,D_gt250,False,,False,,False,,0.04213372016352368,
2025-11-05,INCY,8,444.0,False,D_gt250,False,,False,,False,,-0.0356148603244697,
2025-11-05,LVS,8,291.0,False,D_gt250,True,1.0,False,,False,,0.023427866831073008,0.025007718431614867
2025-11-05,TER,5,487.0,False,D_gt250,True,11.0,True,13.0,False,,0.10799352931332629,0.09203364670954972
2025-11-06,CAH,11,481.0,False,D_gt250,False,,False,,False,,-0.05084017567309518,
2025-11-06,CHRW,5,345.0,False,D_gt250,False,,False,,False,,0.03666095212976406,
2025-11-06,COHR,5,485.0,False,D_gt250,True,3.0,True,10.0,True,10.0,0.2987783096377794,0.3158885269634455
2025-11-06,INCY,7,444.0,False,D_gt250,False,,False,,False,,-0.015839493136219684,
2025-11-07,CHRW,4,345.0,False,D_gt250,False,,False,,False,,0.011538968745878897,
2025-11-07,COHR,4,485.0,False,D_gt250,True,3.0,True,10.0,True,10.0,0.3278559691362435,0.3453492580528412
2025-11-07,TER,3,487.0,False,D_gt250,True,11.0,True,13.0,True,16.0,0.1323143861214926,0.11600417834955201
2025-11-10,CHRW,3,345.0,False,D_gt250,False,,False,,False,,0.005670578926546321,
2025-11-10,COHR,3,485.0,False,D_gt250,True,3.0,True,10.0,True,10.0,0.3769379152675574,0.39507781397032193
2025-11-10,LITE,8,292.0,False,D_gt250,True,1.0,True,2.0,True,2.0,0.5448893843251585,0.40979694041237913
2025-11-10,STX,2,487.0,False,D_gt250,True,16.0,True,17.0,False,,-0.001412130198404249,0.01459880196563712
2025-11-10,WDC,4,486.0,False,D_gt250,True,14.0,True,14.0,True,15.0,0.0741937527719696,0.00384865889040209
2025-11-11,CAH,8,481.0,False,D_gt250,False,,False,,False,,-0.05379988543059,
2025-11-11,INCY,4,494.0,False,D_gt250,False,,False,,False,,-0.08639723528847076,
2025-11-11,LITE,7,292.0,False,D_gt250,True,1.0,True,2.0,True,2.0,0.5691991082147143,0.431980906921241
2025-11-11,LLY,12,493.0,False,D_gt250,False,,False,,False,,-0.07608766399806599,
2025-11-11,STX,1,487.0,False,D_gt250,True,16.0,True,17.0,False,,0.055284897267528166,0.07220488539761116
2025-11-11,TER,1,487.0,False,D_gt250,True,11.0,True,13.0,True,16.0,0.13800412785184357,0.12161196327450652
2025-11-11,WDC,3,486.0,False,D_gt250,True,14.0,True,14.0,True,15.0,0.15282265728948863,0.07732843862869321
2025-11-12,CAH,7,481.0,False,D_gt250,False,,False,,False,,-0.05327477563490546,
2025-11-12,CHRW,1,345.0,False,D_gt250,False,,False,,False,,0.0536726889094028,
2025-11-12,EXPD,4,221.0,False,C_151-250,True,5.0,False,,False,,0.09370309484668726,0.036861363328364316
2025-11-12,INCY,3,494.0,False,D_gt250,False,,False,,False,,-0.07746952097532889,
2025-11-12,LLY,11,493.0,False,D_gt250,False,,False,,False,,-0.06145220229295101,
2025-11-13,AMGN,7,481.0,False,D_gt250,False,,False,,False,,-0.049536344600658144,
2025-11-13,HSIC,3,327.0,False,D_gt250,False,,False,,False,,0.0751404494382022,
2025-11-13,LLY,10,493.0,False,D_gt250,False,,False,,False,,-0.04459445637721182,
2025-11-14,HSIC,2,327.0,False,D_gt250,False,,False,,False,,0.08693820224719095,
2025-11-14,LITE,4,292.0,False,D_gt250,True,1.0,True,2.0,True,2.0,0.43495969816498015,0.30948002660510965
2025-11-14,LLY,9,493.0,False,D_gt250,False,,False,,False,,-0.012348089672422291,
2025-11-17,AMGN,5,481.0,False,D_gt250,False,,False,,False,,-0.022614418187256957,
2025-11-17,LITE,3,292.0,False,D_gt250,True,1.0,True,2.0,True,2.0,0.3554707597324642,0.2369419773856567
2025-11-17,LLY,8,493.0,False,D_gt250,False,,False,,False,,-0.019693715305866277,
2025-11-17,MRK,10,475.0,False,D_gt250,False,,False,,False,,-0.02731861823220827,
2025-11-17,SOLV,11,461.0,False,D_gt250,False,,False,,False,,-0.05466275659824038,
2025-11-18,AMGN,4,481.0,False,D_gt250,False,,False,,False,,-0.02479808555189955,
2025-11-18,APA,2,474.0,False,D_gt250,True,9.0,False,,False,,0.05346449957228394,-0.0778734556345938
2025-11-18,BIIB,8,445.0,False,D_gt250,False,,False,,False,,-0.03194960062999219,
2025-11-18,LLY,7,493.0,False,D_gt250,False,,False,,False,,-0.0313165406752397,
2025-11-18,MRK,9,475.0,False,D_gt250,False,,False,,False,,-0.01831139265564674,
2025-11-18,REGN,9,489.0,False,D_gt250,False,,False,,False,,0.010498652291105026,
2025-11-19,APA,1,485.0,False,D_gt250,True,9.0,False,,False,,0.01839178785286566,-0.10857356795207795
2025-11-19,EPAM,2,182.0,False,C_151-250,True,7.0,True,14.0,False,,0.14388330202232313,0.03510000000000013
2025-11-19,LITE,1,292.0,False,D_gt250,True,1.0,True,2.0,True,2.0,0.4454210255530784,0.31902656598458456
2025-11-19,LLY,6,493.0,False,D_gt250,False,,False,,False,,-0.017285465889331997,
2025-11-19,MRK,8,475.0,False,D_gt250,False,,False,,False,,-0.0033653370286054196,
2025-11-20,JNJ,5,402.0,False,D_gt250,False,,False,,False,,-0.002658032089696394,
2025-11-20,LLY,5,493.0,False,D_gt250,False,,False,,False,,-0.003747198899085924,
2025-11-20,MNST,1,402.0,False,D_gt250,True,3.0,False,,False,,0.05857856746252077,0.01625799573560771
2025-11-20,MRK,7,475.0,False,D_gt250,False,,False,,False,,0.0005938830050480348,
2025-11-20,REGN,7,489.0,False,D_gt250,True,13.0,False,,False,,0.03498652291105131,0.0
2025-11-21,BIIB,5,454.0,False,D_gt250,False,,False,,False,,-0.017324783440207048,
2025-11-21,DXCM,3,216.0,False,C_151-250,True,2.0,False,,False,,0.07836238605469381,0.06155541561712852
2025-11-21,JNJ,4,402.0,False,D_gt250,False,,False,,False,,0.0019331142470520035,
2025-11-21,LLY,4,493.0,False,D_gt250,True,16.0,False,,False,,0.0009391242898453278,0.0
2025-11-21,MDT,6,448.0,False,D_gt250,False,,False,,False,,-0.04234048809173785,
2025-11-21,MRK,6,475.0,False,D_gt250,False,,False,,False,,0.036523804810452365,
2025-11-21,REGN,6,489.0,False,D_gt250,True,13.0,True,14.0,False,,0.05035040431266857,0.01484452315224738
2025-11-21,SOLV,7,461.0,False,D_gt250,False,,False,,False,,-0.05243401759530786,
2025-11-24,BIIB,4,454.0,False,D_gt250,False,,False,,False,,-0.016649791877601627,
2025-11-24,DXCM,2,294.0,False,D_gt250,True,2.0,False,,False,,0.06924676155445386,0.052581863979848764
2025-11-24,LLY,3,493.0,False,D_gt250,True,16.0,False,,False,,-0.003561233693175958,-0.004496135552913172
2025-11-24,MDT,5,448.0,False,D_gt250,False,,False,,False,,-0.04469273743016766,
2025-11-24,MRK,5,475.0,False,D_gt250,True,15.0,False,,False,,0.039691180837374995,0.0
2025-11-24,REGN,5,489.0,False,D_gt250,True,13.0,True,14.0,True,15.0,0.05818059299191369,0.02241002135527892
2025-11-24,SOLV,6,461.0,False,D_gt250,False,,False,,False,,-0.055131964809384204,
2025-11-25,BIIB,3,454.0,False,D_gt250,False,,False,,False,,-0.008156148048149348,
2025-11-25,LLY,2,493.0,False,D_gt250,True,16.0,False,,False,,0.0014040373046202426,0.0004644768133175159
2025-11-25,MRK,4,475.0,False,D_gt250,True,15.0,True,16.0,False,,0.05364743145600315,0.013423457730388444
2025-11-25,REGN,4,489.0,False,D_gt250,True,13.0,True,14.0,True,15.0,0.056212938005390845,0.0205088806708682
2025-11-25,RVTY,5,469.0,False,D_gt250,True,1.0,False,,False,,-0.06275421266705405,-0.05626523647001458
2025-11-25,SOLV,5,461.0,False,D_gt250,False,,False,,False,,-0.05947214076246321,
2025-11-26,BIIB,2,454.0,False,D_gt250,False,,False,,False,,-0.003937450781865137,
2025-11-26,MRK,3,475.0,False,D_gt250,True,15.0,True,16.0,True,17.0,0.05691378798376712,0.016565118050266614
2025-11-26,REGN,3,489.0,False,D_gt250,True,13.0,True,14.0,True,15.0,0.057911051212937936,0.022149591124537737
2025-11-26,SOLV,4,461.0,False,D_gt250,False,,False,,False,,-0.05618768328445756,
2025-11-28,SOLV,3,461.0,False,D_gt250,False,,False,,False,,-0.06052785923753656,
2025-12-01,CVNA,15,480.0,False,D_gt250,False,,False,,False,,-0.009340405904059046,
2025-12-02,CVNA,14,489.0,False,D_gt250,False,,False,,False,,-0.026752767527675192,
2025-12-02,DAL,7,425.0,False,D_gt250,True,1.0,True,2.0,False,,-0.01643990929705208,-0.005873084085374569
2025-12-02,JBHT,10,350.0,False,D_gt250,False,,False,,False,,-0.012299247814596348,
2025-12-02,UAL,5,282.0,False,D_gt250,True,7.0,True,8.0,False,,0.057899716177861826,-0.009127159946832109
2025-12-03,ADI,6,422.0,False,D_gt250,False,,False,,False,,-0.034052013126786296,
2025-12-03,INTC,6,497.0,False,D_gt250,True,14.0,True,14.0,False,,-0.003290306251581776,0.0
2025-12-03,MCHP,10,462.0,False,D_gt250,False,,False,,False,,0.016252539459290505,
2025-12-03,NXPI,9,479.0,False,D_gt250,False,,False,,False,,-0.03686615886833511,
2025-12-03,ON,9,461.0,False,D_gt250,True,11.0,False,,False,,0.03922287390029333,0.0
2025-12-04,MCHP,9,462.0,False,D_gt250,False,,False,,False,,0.047976246288482516,
2025-12-04,ODFL,9,286.0,False,D_gt250,False,,False,,False,,0.051370962563411116,
2025-12-05,ADI,4,422.0,False,D_gt250,False,,False,,False,,0.0336991425244364,
2025-12-05,MCHP,8,462.0,False,D_gt250,True,12.0,True,12.0,True,12.0,0.1700265666510392,0.0
2025-12-05,TER,5,435.0,False,D_gt250,True,13.0,True,13.0,True,13.0,0.18343072865491017,0.10252457120832537
2025-12-08,MCHP,7,462.0,False,D_gt250,True,12.0,True,12.0,True,12.0,0.15549304578840428,-0.012421530653132229
2025-12-08,TER,4,435.0,False,D_gt250,True,13.0,True,13.0,True,13.0,0.15054041474892688,0.07188282906147614
2025-12-09,CVNA,9,497.0,False,D_gt250,False,,False,,False,,0.02075645756457556,
2025-12-09,DECK,7,341.0,False,D_gt250,True,10.0,False,,False,,0.06772749875683748,-0.0068455134135059215
2025-12-09,DG,8,358.0,False,D_gt250,True,1.0,True,1.0,False,,0.04895104895104896,0.04712041884816753
2025-12-09,MCHP,6,462.0,False,D_gt250,True,12.0,True,12.0,True,12.0,0.14908579465541494,-0.01789768932816882
2025-12-09,TER,3,435.0,False,D_gt250,True,13.0,True,13.0,True,13.0,0.11863267311371972,0.04215648487184431
2025-12-10,COHR,2,491.0,False,D_gt250,True,1.0,True,10.0,True,13.0,-0.0015700347650555724,-0.0021854861305686812
2025-12-10,GEV,5,476.0,False,D_gt250,True,10.0,True,10.0,False,,0.013530015141894003,-0.0839526157015672
2025-12-10,MCHP,5,462.0,False,D_gt250,True,12.0,True,12.0,True,12.0,0.17549617127676198,0.00467476960064106
2025-12-10,NXPI,4,479.0,False,D_gt250,True,13.0,False,,False,,0.04961915125136018,-0.019516161821508393
2025-12-10,TER,2,435.0,False,D_gt250,True,13.0,True,13.0,True,13.0,0.12354553446760086,0.04673347465793021
2025-12-11,CVNA,7,497.0,False,D_gt250,False,,False,,False,,0.07126383763837651,
2025-12-11,DG,6,358.0,False,D_gt250,True,1.0,True,1.0,False,,0.08435314685314688,0.08246073298429324
2025-12-11,MCHP,4,462.0,False,D_gt250,True,12.0,True,12.0,True,12.0,0.14689795280512574,-0.019767597168425355
2025-12-11,NXPI,3,479.0,False,D_gt250,True,13.0,False,,False,,0.03734494015233958,-0.030981906891644595
2025-12-12,DECK,4,376.0,False,D_gt250,True,10.0,False,,False,,0.01153654898060652,-0.059111933395004645
2025-12-12,LUV,8,400.0,False,D_gt250,False,,False,,False,,0.04146576663452284,
2025-12-12,MCHP,3,462.0,False,D_gt250,True,12.0,True,12.0,True,12.0,0.15752461322081568,-0.010685187658608375
2025-12-12,NXPI,2,479.0,False,D_gt250,True,13.0,False,,False,,0.04065288356909691,-0.0278918479365724
2025-12-12,ODFL,3,286.0,False,D_gt250,True,14.0,False,,False,,0.10222821550118799,0.00339042497223363
2025-12-15,CVNA,5,497.0,False,D_gt250,False,,False,,False,,0.05765682656826576,
2025-12-15,DG,4,358.0,False,D_gt250,True,1.0,True,1.0,False,,0.09957750582750569,0.09765852239674211
2025-12-15,DLTR,4,484.0,False,D_gt250,True,11.0,True,12.0,False,,0.09738735919899866,0.06635755548799027
2025-12-15,GEV,2,476.0,False,D_gt250,True,10.0,True,10.0,False,,0.04882853840016921,-0.052049150172908565
2025-12-15,LUV,7,400.0,False,D_gt250,False,,False,,False,,0.025795564127290227,
2025-12-15,MCHP,2,462.0,False,D_gt250,True,12.0,True,12.0,True,12.0,0.16705735271136124,-0.002537732068919385
2025-12-15,NCLH,10,229.0,False,C_151-250,False,,False,,False,,0.02942487739634414,
2025-12-16,LUV,6,400.0,False,D_gt250,False,,False,,False,,0.039054966248794676,
2025-12-16,MCHP,1,462.0,False,D_gt250,True,12.0,True,12.0,True,12.0,0.16346304110017185,-0.005609723520769383
2025-12-16,NCLH,9,292.0,False,D_gt250,False,,False,,False,,0.01961658493089624,
2025-12-16,TSLA,1,496.0,False,D_gt250,True,1.0,True,3.0,False,,-0.06140050507212258,-0.09268262407679417
2025-12-17,LUV,5,400.0,False,D_gt250,False,,False,,False,,0.03953712632594031,
2025-12-17,NCLH,8,426.0,False,D_gt250,False,,False,,False,,-0.018724921979491715,
2025-12-17,WBD,3,459.0,False,D_gt250,False,,False,,False,,-0.005913043478260938,
2025-12-18,CVNA,2,497.0,False,D_gt250,True,17.0,False,,False,,0.020064575645756477,-0.0018054615211015035
2025-12-18,LULU,6,479.0,False,D_gt250,False,,False,,False,,-0.11188482168062486,
2025-12-18,LUV,4,400.0,False,D_gt250,False,,False,,False,,0.021697203471552795,
2025-12-18,NCLH,7,469.0,False,D_gt250,False,,False,,False,,-0.09184128399464997,
